sequence_id,ga_session_id,user_id,machine,page_location,start_date,end_date,steps,list_sequence,
31,1696315406,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-03 06:43:32.597386+00:00,2023-10-03 11:28:55.581530+00:00,543,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'confirmFiles_click', 'deleteChart_click', 'deleteChart_click', 'addChart_click', 'distributionOneChart_click', 'selectIndicators_grinding_force-stats_change', 'closeParametersModal_click', 'selectIndicators_grinding_stiffness_change', 'closeParametersModal_click', 'selectIndicators_grinding_material-fed_change', 'closeParametersModal_click', 'selectIndicators_grinding_contact-point_change', 'confirmParameters_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_contact-point_change', 'selectIndicators_grinding_material-fed_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'Radiobutton_steel_change', 'Radiobutton_steel_change', 'Radiobutton_steel_20mnvs6_change', 'Radiobutton_steel_20mnvs6_change', 'Radiobutton_steel_change', 'Radiobutton_steel_change', 'closeParametersModal_click', 'logout_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'manualSelectionModal_click', 'confirmFiles_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_x1axisforce_change', 'addChart_click', 'selectSignals_z1axisforce_change', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectTransformations_common_moving-average_change', 'closeParametersModal_click', 'confirmParameters_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'deleteChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_z1axisforce_change', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'addChart_click', 'selectSignals_z1axisforce_change', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'selectSignals_z1axisforce_change', 'selectSignals_x1axisforce_change', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'manualSelectionModal_click', 'updateFilesList_click', 'closeSelectFilesModal_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'deleteChart_click', 'addChart_click', 'selectSignals_z1axisforce_change', 'selectTransformations_common_fft_change', 'closeParametersModal_click', 'selectTransformations_common_fft_change', 'confirmParameters_click', 'addChart_click', 'selectSignals_wheelhead2speed_actual_change', 'selectTransformations_common_fft_change', 'confirmParameters_click', 'addChart_click', 'selectSignals_z1axisforce_change', 'selectTransformations_common_fft_change', 'confirmParameters_click', 'addChart_click', 'selectSignals_wheelhead2speed_actual_change', 'selectTransformations_common_fft_change', 'confirmParameters_click', 'addChart_click', 'selectSignals_caxisspeed_actual_change', 'selectTransformations_common_fft_change', 'confirmParameters_click', 'deleteChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'distributionOneChart_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectSignals_wheelhead2power_change', 'deleteChart_click', 'addChart_click', 'selectSignals_z1axisspeed_commanded_change', 'manualSelectionModal_click', 'confirmFiles_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectSignals_wheelhead2power_change', 'selectSignals_wheelhead2power_change', 'selectSignals_z1axisspeed_commanded_change', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectTransformations_common_moving-average_change', 'closeParametersModal_click', 'selectTransformations_common_moving-average_change', 'parameterwindowInfo_click', 'confirmParameters_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'distributionOneChart_click', 'selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'addChart_click', 'deleteChart_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectSignals_wheelhead2power_change', 'logout_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_steel_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_cbn_change', 'Radiobutton_al2o3_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'selectIndicators_grinding_specific-energy_change', 'Radiobutton_steel_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'confirmParameters_click', 'selectIndicators_grinding_specific-energy_change', 'selectIndicators_grinding_power-stats_change', 'closeParametersModal_click', 'deleteChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectTransformations_grinding_center_change', 'manualSelectionModal_click', 'confirmFiles_click', 'selectTransformations_grinding_center_change', 'logout_click', 'selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_sic_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'closeParametersModal_click', 'deleteChart_click', 'deleteChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'closeSelectFilesModal_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'confirmParameters_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'confirmParameters_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click']",
32,1696315569,ggutierrezeizaguirre,110000556 DEC,http://dm2.ideko.es/,2023-10-03 06:46:18.132754+00:00,2023-10-03 07:23:55.461096+00:00,67,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'confirmFiles_click', 'downloadFiles_click', 'selectIndicators_grinding_specific-energy_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'distributionOneChart_click', 'selectSignals_wheelhead2power_change', 'selectSignals_wheelhead2power_change', 'selectSignals_wheelhead2power_change', 'selectSignals_x1axisspeed_commanded_change', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectIndicators_grinding_power-stats_change', 'closeParametersModal_click', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_steel_change', 'Radiobutton_recta_change', 'Radiobutton_al2o3_change', 'Radiobutton_al2o3_change', 'Radiobutton_steel_change', 'Radiobutton_steel_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'Radiobutton_recta_change', 'Radiobutton_angular_change', 'parameterwheel_angularInfo', 'closeParametersModal_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'resetFilesFilters_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectTransformations_grinding_center_change', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click']",
33,1696321588,eamilibia,110000556 DEC,http://dm2.ideko.es/,2023-10-03 08:26:46.108511+00:00,2023-10-03 08:27:48.117444+00:00,3,"['selectMachine_110000556_dec_click', 'selectSignals_wheelhead2power_change']",
34,1696323857,ggutierrezeizaguirre,110000556 DEC,http://dm2.ideko.es/,2023-10-03 09:30:53.128609+00:00,2023-10-03 09:42:36.177968+00:00,30,"['selectMachine_110000556_dec_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'selectIndicators_grinding_force-stats_change', 'confirmParameters_click', 'Axis-list_z1_change', 'confirmParameters_click', 'selectIndicators_grinding_force-stats_change', 'selectIndicators_grinding_specific-energy_change', 'confirmParameters_click', 'selectIndicators_grinding_specific-energy_change', 'selectIndicators_grinding_material-fed_change', 'confirmParameters_click', 'selectIndicators_grinding_material-fed_change', 'selectIndicators_grinding_contact-point_change', 'confirmParameters_click']",
35,1696323857,ggutierrezeizaguirre,110000556 DEC,http://idz-dev-docker.ideko.es/,2023-10-03 09:31:06.164685+00:00,2023-10-03 09:42:41.101709+00:00,13,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectMachine_110000556_dec_click']",
36,1696328457,ggutierrezeizaguirre,110000556 DEC,http://dm2.ideko.es/,2023-10-03 10:21:04.894206+00:00,2023-10-03 10:40:56.710358+00:00,61,"['selectMachine_110000556_dec_click', 'distributionOneChart_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'selectSignals_wheelhead2power_change', 'editIndicatorParametersModalChart_0', 'closeParametersModal_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'selectSignals_x1axisposition_actual_change', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'closeParametersModal_click', 'manualSelectionModal_click', 'updateFilesList_click', 'resetFilesFilters_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'distributionOneChart_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'deleteChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'downloadFiles_click']",
37,1696332345,ggutierrezeizaguirre,110000556 DEC,http://dm2.ideko.es/,2023-10-03 11:25:51.756301+00:00,2023-10-03 11:26:35.069814+00:00,9,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'distributionOneChart_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click']",
38,1696396201,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-04 05:10:09.572383+00:00,2023-10-04 06:00:32.184239+00:00,77,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'distributionOneChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'selectTransformations_grinding_center_change', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'closeSelectFilesModal_click', 'manualSelectionModal_click', 'confirmFiles_click', 'deleteChart_click', 'addChart_click', 'selectSignals_wheelhead2speed_actual_change', 'addChart_click', 'selectSignals_caxisspeed_actual_change', 'addChart_click', 'selectSignals_z1axisspeed_commanded_change', 'manualSelectionModal_click', 'confirmFiles_click', 'selectTransformations_grinding_center_change', 'manualSelectionModal_click', 'confirmFiles_click', 'selectTransformations_grinding_center_change', 'selectTransformations_grinding_center_change', 'manualSelectionModal_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click']",
39,1696405267,eamilibia,110000556 DEC,http://dm2.ideko.es/,2023-10-04 07:41:33.973824+00:00,2023-10-04 07:46:43.871824+00:00,14,"['selectMachine_110000556_dec_click', 'selectSignals_wheelhead2power_change', 'logout_click', 'distributionOneChart_click', 'distributionTwoCharts_click', 'selectAction_add_tags_change', 'closeTagFilesModal_click', 'sliderLastDatId_click']",
40,1696409180,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-04 08:46:30.035189+00:00,2023-10-04 09:51:31.576834+00:00,196,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'distributionOneChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectAction_clonar_gr�fico_change', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectSignals_wheelhead2power_change', 'selectSignals_wheelhead2power_change', 'selectAction_clonar_gr�fico_change', 'addChart_click', 'selectSignals_z1axisforce_change', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectTransformations_grinding_center_change', 'manualSelectionModal_click', 'confirmFiles_click', 'selectAction_clonar_gr�fico_change', 'selectAction_descargar_gr�fico_change', 'selectIndicators_grinding_power-stats_change', 'closeParametersModal_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'logout_click', 'selectMachine_110000556_dec_click', 'selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'deleteChart_click', 'selectAction_clonar_gr�fico_change', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'Radiobutton_recta_change', 'Radiobutton_steel_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'confirmParameters_click', 'selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'confirmParameters_click', 'selectAction_clonar_gr�fico_change', 'selectIndicators_grinding_power-stats_change', 'selectIndicators_grinding_power-stats_change', 'closeParametersModal_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectAction_clonar_gr�fico_change', 'manualSelectionModal_click', 'confirmFiles_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_clonar_gr�fico_change', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectAction_clonar_gr�fico_change']",
41,1696417663,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-04 11:07:49.306289+00:00,2023-10-04 11:07:52.677621+00:00,5,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'logout_click']",
42,1696422653,pruiz,110000556 DEC,http://dm2.ideko.es/,2023-10-04 12:31:12.477605+00:00,2023-10-04 12:31:20.724035+00:00,4,"['selectMachine_110000556_dec_click', 'returnHome_click']",
